TT,Nhóm mẫu,Số hiệu,Họ,Loài,Tác giả,Tên việt,Nơi thu,Ngày thu,Long,Lat,CT,IUCN,SĐVN,KT,TP,LC/MN,Thông tin
41,Thân mềm,E.57302,Neritidae,Nerita albicilla,"Linnaeus, 1758","Ốc móng ngựa méo
 Ox-palate Nerite",Tốc Tan,17.10.2020,08°49'38.3,113°56'06.5,,,,1,1,,"Ốc móng ngựa méo - Nerita albicilla (Linnaeus, 1758)

Nơi sống: Ở vùng triều bờ đá 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương 
                 - Việt Nam: Vùng biển Quảng Ninh, Hải Phòng, Hà Tĩnh, Nghệ An, Quảng Ngãi, Khánh Hòa, vv…. 
Kích thước: Trung bình 1-1,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 2 cm
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 17/10/2020"
30,Thân mềm,E.57320,Phyllidiidae,Phyllidia elegans,"Bergh, 1869",Sên biển,Song Tử Tây,30.03.2021,11°26'07.0,114°20'04.5,1,,,,,,"Tên tiếng Anh: Elegant Phyllidia
Tên tiếng Việt: Ốc không vỏ Elegant
Kích thước: trung bình 3-4 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Nơi sống: Sống ở vùng cận triều 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương 
- Việt Nam: Vùng biển Khánh Hòa, Côn Đảo, vv…. 
Giá trị sử dụng: chưa rõ"
57,Thân mềm,E.57391,Pteriidae,Pinctada margaritifera,"(Linnaeus, 1758)",Trai Ngọc môi đen,Tốc Tan,28.04.2021,08°49'43.8,113°58'30.3,1,,VU,1,,1,"Trai ngọc môi đen – Pacific Pearl Oyster 
Kích thước: trung bình 12-15cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái học: Sống ở đáy đá sỏi, vùng dưới triều đến độ sâu 20 m  
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
  - Việt Nam: Vùng biển Quảng Ninh, Hải Phòng, Quảng Ngãi, Khánh Hòa, Bình Thuận, Côn Đảo, Phú Quốc, vv… 
Giá trị sử dụng: dùng làm thực phầm và hàng mỹ nghệ"
42,Thân mềm,E.57297,Pteriidae,Pteria penguin,"(Röding, 1798)",Trai ngọc nữ,Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,1,,VU,1,,1,"Tên tiếng Anh: Penguin Wing Oyster
Tên tiếng Việt: Ngọc nữ
Kích thước: trung bình 15-20 cm. Mẫu lớn nhất có kích cỡ đạt tới 28 cm
Nơi sống: Sống trên các rạn đá, độ sâu từ 5-35 m. 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương 
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, Bình Thuận, Côn Đảo, vv…. 
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020"
17,Thân mềm,E.57285,Cerithiidae,Rhinoclavis articulata,"(Adams & Reeve, 1850)","Ốc hút
Articulate Vertagus",Đá Nam,06.10.2020,11°24'57,114°19'30.8,,,,,,,"Ốc hút - Rhinoclavis articulata (Adams & Reeve, 1850)

Nơi sống: Trên cát và đá sỏi thô, độ sâu từ 1-5 m. 
Phân bố:  - Thế giới: Vùng biển Thái Bình Dương 
                 - Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận,  vv…. 
Kích thước: Trung bình 3-4 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Giá trị sử dụng: Dùng làm hàng mỹ nghệ

Nơi thu: Đá Nam, ngày 6/10/2022"
26,Thân mềm,E.57291,Tegulidae,Rochia conus,"(Gmelin, 1791)","Ốc đụn chấm cam
Cone Shaped Top",Nam Yết,11.10.2020,10°11'08.8,114°22'05.32,,,,1,,1,"Ốc đụn chấm cam - Rochia conus (Gmelin, 1791)

Nơi sống: Trên đá, độ sâu từ 1-5 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương 
                 - Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, vv...
Kích thước: Trung bình 4.5-6cm. Mẫu lớn nhất có kích cỡ đạt tới 7 cm
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Nam Yết, ngày 11/10/2020"
22,Thân mềm,E.57299,Tegulidae,Rochia nilotica,"(Linnaeus, 1767)","Ốc đụn cái
Commercial Trochus",Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,1,,,1,,1,"Ốc đụn cái - Rochia nilotica (Linnaeus, 1767)

Nơi sống: Trên đá, độ sâu từ 1 đến 20 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương
                - Việt Nam: Vùng biển các tỉnh phía Bắc, Đà Nẵng, Quảng Ngãi, Bình Định, Phú Yên, Khánh Hòa, vv ….
Kích thước: Trung bình 8-10 cm. Mẫu lớn nhất có kích cỡ đạt tới 15 cm
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020"
21,Thân mềm,E.57305,Tegulidae,Rochia nilotica,"(Linnaeus, 1767)","Ốc đụn cái
Commercial Trochus",Thuyền Chài,29.10.2020,08°15'52.2,113°21'45.5,,,,1,,1,"Ốc đụn cái - Rochia nilotica (Linnaeus, 1767)

Nơi sống: Sống trên đá, độ sâu từ 1 đến 20 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương
                - Việt Nam: Vùng biển các tỉnh phía Bắc, Đà Nẵng, Quảng Ngãi, Bình Định, Phú Yên, Khánh Hòa, vv ….
Kích thước: Trung bình 8-10 cm. Mẫu lớn nhất có kích cỡ đạt tới 15 cm
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Thuyền chài, ngày 29/10/2020"
28,Thân mềm,E.57315,Spondylidae,Spondylus squamosus,"Schreibers, 1793",Sò gai dày,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,1,,,1,1,,"Tên tiếng Anh: Ducal Thorny Oyster
Tên tiếng Việt: Hàu hương gai dày, sò gai dày
Kích thước: trung bình 5-7 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Nơi sống: Sống bám trên đá hoặc san hô chết, độ sâu từ 1-15 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv ….
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
29,Thân mềm,E.57392,Spondylidae,Spondylus squamosus,"Schreibers, 1793",Sò gai dày,Tốc Tan,28.04.2021,08°49'43.8,113°58'30.3,1,,,1,1,,"Tên tiếng Anh: Ducal Thorny Oyster
Tên tiếng Việt: Hàu hương gai dày, sò gai dày
Kích thước: trung bình 5-7 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Nơi sống: Sống bám trên đá hoặc san hô chết, độ sâu từ 1-15 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv ….
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
14,Thân mềm,E.57300,Tegulidae,Tectus pyramis,"(Born, 1778)","Ốc đụn đực
Pyramid Top",Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,1,,EN,1,,1,"Ốc đụn đực – Tectus pyramis (Born, 1778)

Nơi sống: Trên đá ở vùng dưới triều (Okutani, 2000)
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
                - Việt Nam: Vùng biển Quảng Ninh, Hải Phòng, Khánh Hòa, Côn Đảo, vv… 
Giá trị sử dụng: Dùng làm thực phẩm và hàng mỹ nghệ
Kích thước: Trung bình 6-7 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm

Nơi thu: Tốc Tan, ngày 13/10/2020"
13,Thân mềm,E.57371,Tegulidae,Tectus pyramis,"(Born, 1778)",Ốc đụn đực,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,1,,EN,1,,1,"Ốc đụn đực – Pyramid Top 
Kích thước: trung bình 6-7 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Sinh thái học: Sống trên đá ở vùng dưới triều (Okutani, 2000)
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
  - Việt Nam: Vùng biển Quảng Ninh, Hải Phòng, Khánh Hòa, Côn Đảo, vv… 
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
53,Thân mềm,E.57401,Tegulidae,Tectus triserialis,"(Lamarck, 1822",Ốc đụn đỉnh nhọn,Tốc Tan,17.10.2020,08°49'38.3,113°56'06.5,1,,,,,,"Tên tiếng Anh: Tall Top Shell
Tên tiếng Việt: Ốc đụn tháp cao
Kích thước: trung bình 4-5 cm. Mẫu lớn nhất có kích cỡ đạt tới 6 cm
Nơi sống: Sống ở vùng cận triều trên đá 
Phân bố:  - Thế giới: Vùng biển  Tây Thái Bình Dương
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv ….
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
5,Thân mềm,E.57286,Tridacnidae,Tridacna crocea,"Lamarck, 1819","Trai tai tượng nhỏ
Boring Clam",Đá Nam,06.10.2020,11°24'57,114°19'30.8,,LC,,,,,"Trai tai tượng dẹp/nhỏ – Tridacna crocea Lamarck, 1819

Nơi sống: Bám trên các rạn san hô, độ sâu 1-15 m  
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
                 - Việt Nam: Vùng biển Khánh Hòa, Côn Đảo, Phú Quốc, vv… 
Kích thước: Trung bình 12-15cm. Mẫu lớn nhất có kích cỡ đạt tới 20 cm
Giá trị sử dụng: Chưa rõ

Nơi thu: Đá Nam, ngày 6/10/2020"
39,Thân mềm,E.57372,Trochidae,Trochus maculatus,"Linnaeus, 1758",Ốc đụn vệt nâu,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Tên tiếng Anh: Maculated Top
Tên tiếng Việt: Ốc đụn vệt nâu
Kích thước: trung bình 4-5 cm. Mẫu lớn nhất có kích cỡ đạt tới 7 cm
Nơi sống: Sống trên đá ở vùng triều đến vùng dưới triều 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ninh, Hải Phòng, Hà Tĩnh, Nghệ An, Khánh Hòa, Ninh Thuận, Côn Đảo, vv…
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
46,Thân mềm,E.57380,Turbinidae,Turbo argyrostomus,"Linnaeus, 1758",Ốc Mặt trăng miệng ánh bạc,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Tên tiếng Anh: Silvermouth Turban
Tên tiếng Việt: Ốc mặt trăng miệng ánh bạc
Kích thước: trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 8 cm
Nơi sống: Sống trên đá, độ sâu từ 1-30 m
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv…
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
47,Thân mềm,E.57399,Turbinidae,Turbo argyrostomus,"Linnaeus, 1758",Ốc Mặt trăng miệng ánh bạc,Tốc Tan,17.10.2020,08°49'38.3,113°56'06.5,,,,1,,1,"Tên tiếng Anh: Silvermouth Turban
Tên tiếng Việt: Ốc mặt trăng miệng ánh bạc
Kích thước: trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 8 cm
Nơi sống: Sống trên đá, độ sâu từ 1-30 m
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv…
Giá trị sử dụng: dùng làm thực phẩm và hàng mỹ nghệ"
15,Thân mềm,E.57292,Bursidae,Tutufa bubo,"(Linnaeus, 1758)","Ốc tù và gai lớn
Giant Frog Shell",Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,1,,,1,,1,"Ốc tù và gai lớn – Tutufa bubo (Linnaeus, 1758)

Nơi sống: Ở vùng triều đến vùng dưới triều  
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương 
                 - Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv… 
Kích thước: Trung bình 20-25 cm. Mẫu lớn nhất có kích cỡ đạt tới 34 cm
Giá trị sử dụng: Dùng làm hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020"
16,Thân mềm,E.57319,Muricidae,Tylothais aculeata,"(Deshayes, 1844)",Ốc gai hột thô,Song Tử Tây,30.03.2021,11°26'07.0,114°20'04.5,,,,1,,1,"Tên tiếng Anh: Aculeate Rock Shell
Tên tiếng Việt: Ốc gai nâu gai thô
Kích thước: trung bình 2,5-3,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Nơi sống: Sống trên đá ở vùng triều đến vùng dưới triều 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
   - Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv…
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
10,Thân mềm,E.57296,Turbinellidae,Vasum ceramicum,"(Linnaeus, 1758)",Ốc mãng cầu dài,Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,,,,1,,1,"55. Ốc mãng cầu lớn - Ceramic Vase
Kích thước: trung bình 10-13cm. Mẫu lớn nhất có kích cỡ đạt tới 15 cm
Sinh thái học: Sống trên các gờ rạn đá ở vùng triểu đến độ sâu 5 m 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
  - Việt Nam: Vùng biển Quảng Ngãi, Ninh Thuận, vv… 
Giá trị sử dụng: dùng làm hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020"
55,Thân mềm,E.57314,Turbinellidae,Vasum turbinellus,"(Linnaeus, 1758)",Ốc mãng cầu lùn,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,,,,1,,1,"Tên tiếng Anh: Top Vase
Tên tiếng Việt: Ốc mãng cầu tháp ngắn
Kích thước: trung bình 5-7 cm. Mẫu lớn nhất có kích cỡ đạt tới 11 cm
Nơi sống: Sống trên đá ở vùng dưới triều 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, Côn Đảo, vv…
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
54,Thân mềm,E.57369,Turbinellidae,Vasum turbinellus,"(Linnaeus, 1758)",Ốc mãng cầu lùn,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Tên tiếng Anh: Top Vase
Tên tiếng Việt: Ốc mãng cầu tháp ngắn
Kích thước: trung bình 5-7 cm. Mẫu lớn nhất có kích cỡ đạt tới 11 cm
Nơi sống: Sống trên đá ở vùng dưới triều 
Phân bố:  - Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, Côn Đảo, vv…
Giá trị sử dụng: dùng làm hàng mỹ nghệ"
