TT,Nhóm mẫu,Số hiệu,Họ,Loài,Tác giả,Tên việt,Nơi thu,Ngày thu,Long,Lat,CT,IUCN,SĐVN,KT,TP,LC/MN,Thông tin
351,Thực vật biển,E.59,Liagoraceae,Ganonema farinosum,(J.V.Lamouroux) K.-C.Fan & Y.-C.Wang 1974,Rong Bún đỏ bột,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Nemaliales
Chi: Ganonema

Đặc điểm: Rong mềm và nhờn, có màu hơi hồng, bị vôi hóa nhẹ, có mùi hôi, đĩa bám nhỏ. Rong có chiều cao khoảng 13cm. Cành nhiều, hình trụ, đường kính khoảng 1,5 mm, Phân nhánh dạng chạc 2, xen kẽ nhau va chỉ tập trung ở phần gốc. Các sợi đồng hóa hình trụ, dài khoảng 445 μm và rộng 30 μm; các tế bào gần như đơn hình trong suốt.
Sinh học, sinh thái: Rong thường mọc ở vùng dưới triều (0-10m0, ở các vùng nước nông trên các bãi đá hoặc rạn san hô.
Phân bố:
Thế giới: Ấn Độ Dương-Thái Bình Dương, Đại Tây Dương và Địa Trung Hải.
Việt Nam: Khánh Hòa, Bình Thuận, Quảng Ngãi,.."
352,Thực vật biển,E.46,Gracilariaceae,Gracilaria arcuata,Zanardini 1858,Rong Câu Cong,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gracilariales
Chi: Gracilaria

Đặc điểm: Rong thường mọc đơn độc từ một đĩa nhỏ, thân chính hình trụ, cao 6-10 cm, rộng 3-4 mm. Phân nhánh không theo quy luật hoặc mọc chuyền, một bên hoặc chạc hai, 3-4 lần phân nhánh, gốc nhánh không thắt, các nhánh thường cong và mặt ngoài mọc ra các nhánh nhỏ. Rong tươi mập mạp, trơn nhớt, màu đỏ tía hoặc đỏ vàng, trên thân phủ đầy những ổ lông có thể thấy bằng mắt thường.
Sinh học, sinh thái: Rong bám trên đá, trên rạn san hô ở vùng triều thấp đến phần trên vùng dưới triều, nơi sóng vừa.
Phân bố: 
Thế giới: Phân bố ở các đảo vùng biển Ấn Độ Dương, Thái Bình Dương; châu Âu, châu Phi, châu Á, Đông Nam Á (Indonesia, Philippines, Singapore);
Australia và New Zealand… 
Việt Nam: Đà Nẵng, Quảng Ngãi (đảo Lý Sơn), Khánh Hòa, Ninh Thuận
Giá trị sử dụng: Thực phẩm, chiết agar"
353,Thực vật biển,E.64,Gracilariaceae,Gracilaria edulis,(S.G.Gmelin) P.C.Silva 1952,Rong câu đá,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gracilariales
Chi: Gracilaria

Đặc điểm: Rong cao tới 27 cm, màu đỏ nâu, phân nhánh dày đặc và nhanh chóng, nhánh phân đôi, ba có khi là 7 và cách xa nhau, nhánh có đường kính 1-1,5 mm, sụn, uốn cong, có hoặc không có điểm thắt ở gốc hoặc chỉ thắt nhẹ, hình trụ, có đầu nhọn ở đỉnh. Ở mặt cắt ngang bao gồm các tế bào lõi có thành mỏng, tròn, đường kính 100-300 μm và 1-2 hàng tế bào vỏ nhỏ, đường kính 5 μm. Tứ bào tử có hình trứng đến hình thuôn dài, hình chữ thập, 8 μm × 16 μm, nằm rải rác trên bề mặt thân rong.
Sinh học, sinh thái: Nó mọc nhiều trên đá, san hô, đáy bùn cát ở vùng dưới triều.
Phân bố:
Thế giới: Ấn Độ Dương (Đông Phi, Mauritius, Quần đảo Laccadive, Ấn Độ, Sri Lanka, Quần đảo Nicobar, Quần đảo Andaman) và ở Thái Bình Dương (Trung Quốc, Nhật Bản, Micronesia, đông bắc Australia). Ở Đông Nam Á nó được tìm thấy ở Miến Điện (Myanmar), Thái Lan, Malaysia, Singapore, Indonesia, Philippines và Papua New Guinea.
Việt Nam: Kiên Giang, Nghệ An, Quảng Ngãi
Giá trị sử dụng: làm thực phẩm, sản xuất thạch"
354,Thực vật biển,E.41,Gracilariaceae,Gracilaria eucheumatoides,Harvey 1860,Rong Câu chân vịt,,,,,,,1,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gracilariales
Chi: Gracilaria

Đặc điểm: Rong màu nâu vàng.  Rong sụn cứng, mọc bò thành đám. Nhánh dẹp, mép có u lồi ngắn và nhọn. Rong màu tím đến đỏ thẫm khi sống ở chỗ tối, màu kem nếu nâu trắng khi sống ở chỗ sáng.
Sinh học, sinh thái:Loài mọc trên đá nơi sóng mạnh.
Phân bố:thế giới:Trung Quốc, Nhật Bản, Đài Loan, Indonesia, Malaysia, Philippines, Thái Lan,…Việt Nam:Lý Sơn, Khánh Hòa, Ninh Thuận."
355,Thực vật biển,E.49,Gracilariaceae,Gracilaria phuquocensis,"N.H.Le, N.Muangmai & G.C.Zuccarello 2019",Rong Cát liệt Phú quốc,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gracilariales
Chi: Gracilaria

Đặc điểm: Rong có màu nâu đỏ hoặc đỏ nhạt, và hầu hết phân nhánh chạc 2. Tản dẹp, mềm, có rìa nhẵn, dài 3–7 cm và rộng 3–5 mm, Lá có hình mũi mác hoặc đôi khi có dạng hình quạt. Nhìn từ mặt cắt ngang tế bào có từ 1-2 lớp tế bào hình bầu dục hoặc tròn, đường kính 4–8μm. 
Sinh học, sinh thái: Rong mọc ở dưới vùng triều trên các bãi đá và tiếp xúc với sóng.
Phân bố:
Thế giới
Việt Nam: Phú Quốc (Kiên Giang)"
356,Thực vật biển,E.50,Gracilariaceae,Gracilaria salicornia,(C.Agardh) E.Y.Dawson 1954,"Rong Câu đốt, Rau Câu đốt, Rong Giang li, Rong Kiều tảo",,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gracilariales
Chi: Gracilaria

Đặc điểm:Rong có màu vàng nâu, lục thẫm, tím đậu.  Rong mọc thành bụi cao 5-10 cm hay hơn, màu vàng đến đỏ nâu, gồm có nhiều nhánh bò, phía dưới hình thành nhiều đĩa bám phụ và phía trên mọc lên các nhánh đứng. Thân rong hình trụ, đường kính 3-5 mm, thường phân nhánh chạc hai đều hoặc không. Các nhánh bò thường dính nhau thành một đám rối, thắt thành các đốt hay không. Các nhánh đứng thắt thành gióng đều suốt từ gốc đến ngọn, với 2-4 nhánh ở các đốt.
Sinh học, Sinh thái:Rong mọc trên đá san hô chết ở vùng triều cao, triều thấp và dưới triều ở vùng triều ven biển, ven đảo và trong các ao đầm nước mặn.
Phân bố:thế giới: Nhật Bản, Trung Quốc, Philippines, Singapore, Malaysia, Thái Lan, Micronesia Việt Nam:Quảng Ninh, Hải Phòng, Nghệ An, Đà Nẵng, Quảng Nam, Quảng Ngãi, Bình Định, Phú Yên, Khánh Hòa, Ninh Thuận, Bình Thuận, Bà Rịa Vũng Tàu, Kiên Giang."
357,Thực vật biển,E.37,Grateloupiaceae,Grateloupia asiatica,S.Kawaguchi & H.W.Wang 2001,Rong chủn,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Halymeniales
Chi: Grateloupia

Đặc điểm:Rong có màu lục vàng - đỏ tía. Bàn bám dạng đĩa nhỏ, cuống trụ đứng ngắn, nhánh đứng dạng dãi dẹp, hơi xoắn vặn, nhánh nhỏ nhọn, góc thắt, xếp dạng lông chim. Rong dạng sụn mềm màu lục vàng đến đỏ tía
Sinh học, sinh thái:Loài mọc trên đá hoặc san hô chết vùng triều hoặc dưới triều nơi sóng đập tương đối mạnh. 
Phân bố:
Thế giới: Loài có mặt phổ biến ở các vùng biển nhiệt đới và ôn đới. 
Việt Nam: Phân bố rộng khắp từ bắc vào nam"
358,Thực vật biển,E.45,Grateloupiaceae,Grateloupia filicina,(J.V.Lamouroux) C.Agardh 1822,Rong Cát liệt ráng,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Halymeniales
Chi: Grateloupia

Đặc điểm:Rong có màu đỏ lục hoặc đỏ đậm.  Rong mọc thành bụi, màu đỏ nhạt hay đỏ vàng, bàn bám dạng đĩa, từ đó mọc lên một số thân đứng. Rong có một trục chính, phần dưới dạng trụ tròn. Chia nhánh dạng lông chim có hay không có quy luật hoặc về một phía
Sinh học, sinh thái:Loài mọc trên đá hoặc san hô chết vùng triều hoặc dưới triều nơi sóng đập tương đối mạnh.
Phân bố: Loài có mặt phổ biến ở các vùng biển nhiệt đới và ôn đới, Việt Nam: Phân bố rộng khắp từ bắc vào nam"
359,Thực vật biển,E.3,Halimedaceae,Halimeda cuneata,Hering 1846,Rong Hải cốt-Rong thận nêm,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Halimeda

Đặc điểm: Rong có màu lục nhạt, thân rong cao 10-14cm, tẩm vôi ít rong mềm, bám bằng rễ giả. Chia nhánh chạc 2-4, các đốt phía dưới không đều nhau và không có cuốn, các đốt phía trên có hình phễu, hình quả lê, hình trứng ngược hay hình thận mép không đều nhau với chiều cao 0,5-1cm, chiều rộng 0,8-1,2cm và dày 0,6-1mm. Trên đỉnh của đốt cuối cùng mọc ra 2-4 đốt phụ đường kính 1,5-2mm. Sợi giữa chia nhánh chạc 2-3.
Sinh học, sinh thái: rong bám trên đá vùng triều thấp với độ sâu 3-7m, phát triển tốt vào mùa xuân hè.
Phân bố: Ấn Độ Dương, Đài Loan, Nhật Bản, Malaysia,...Việt Nam phân bố ở Khánh Hòa"
360,Thực vật biển,E.8,Halimedaceae,Halimeda discoidea,Decaisne 1842,Rong Hải cốt - Rong Thận đĩa,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Halimeda

Đặc điểm:
Rong dạng đốt dẹp: Rong có màu lục, rong tẩm vôi vừa phải, dạng quả thận, quạt hay trụ tròn. Phần trên các đốt thường trụ tròn. Bàn bám nhỏ.
Rong dạng đốt rộng: Rong màu lục đến lục đậm. Rong cao 5-15cm, tẩm vôi ít, mang nhánh trong một mặt phẳng. Đốt mềm, dẹp, hình quạt, hình xoan hơi tam giác hay hình quả thận, rộng 6-32 mm, dày 0,3-1,2 mm. Mép phía trên đốt gợn sóng hay chia thùy không đều, bàn bám nhỏ.
Sinh học, sinh thái: Rong màu lục, mọc trên đá có phủ cát mịn, ở mực triều thấp đến dưới triều, nơi sóng vừa đến yên sóng (rong dạng đốt dẹp). Rong dạng đốt rộng mọc trên đá ở vùng dưới triều, nơi sóng đập đến nước yên.
Phân bố: 
Thế giới: Phân bố ở châu Phi, châu Mỹ, vùng Caribe, các đảo ở Đại Tây Dương, Ấn Độ Dương, Ấn Độ, Bangladesh, Iran,
Trung Quốc, Nhật Bản, Đài Loan, Indonesia, Singapores…
Việt Nam phân bố ở Khánh Hòa (vịnh Nha Trang, quần đảo Trường Sa), Ninh Thuận, Kiên Giang (Hà Tiên)
Giá trị sử dụng: Thuốc giun sán, vi rút, vi khuẩn, thức ăn của rùa biển, các sắc tố."
361,Thực vật biển,E.12,Halimedaceae,Halimeda macroloba,Decaisne 1841,Rong Hải cốt - Rong thận mâm tròn,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Halimeda

Đặc điểm: Rong có màu mốc cau, trắng xanh phần rễ có màu trắng. Rong mọc đơn lẻ từng cây cao 8-11cm, tẩm voi ít, rễ giả cắm sâu vào cát hình trụ dẹp đường kính 0,5-1cm. Từ gốc mọc ra 3-4 nhánh chính, chia nhánh kiểu chạc 2 ít thấy chạc 3. Nhánh gồm các đốt có dạng hình cầu tròn, xếp như chuỗi hạt với mép nhẵn, đốt ở phần gốc đôi khi có hình nêm hay hình quả thận, mép nhẵn rất ít khi xẻ thùy
Sinh học, sinh thái: Rong mọc trên đá ở vùng dưới triều, nơi sóng vừa đến nước yên, trên các rạn san hô chết hoặc sống.
Phân bố: Thế giới phân bố ở các nước như Nhật Bản, Thái Lan, Phillipin,...Việt Nam: Khánh Hòa"
362,Thực vật biển,E.16,Halimedaceae,Halimeda opuntia,(Linnaeus) J.V.Lamouroux 1816,Rong Hải cốt - Rong Thận xương rồng,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Halimeda

Đặc điểm: Màu xám xanh xi măng. Thân rong cao 9-13cm, tẩm vôi nhiều, mọc bò trên vật bám, bám bằng gốc bám ở gốc, thân, nhánh. Chia nhánh chạc 2 không đều, cách phân nhánh thường mọc thẳng góc so với nhánh chính. Đốt hình đa giác, hình quạt xẻ thùy sếp thành chuỗi, mép không nhẵn. Các sợi giữa tụ hợp với nhau không hoàn toàn, đa số chúng thường tụ hợp thành từng đôi một ở các đốt.
Sinh học, sinh thái: Rong mọc trên các, trên các rạn san hô chết ở vùng dưới triều và ở độ sâu 3-4m.
Phân bố: Thế giới phân bố ở các nước như Nhật Bản, Thái Lan, Phillipin, Colombia...Việt Nam: Khánh Hòa, Đà Nẵng, Bình Thuận,.."
363,Thực vật biển,E.11,Halimedaceae,Halimeda tuna,(J.Ellis & Solander) J.V.Lamouroux 1816,Rong Hải cốt-Rong Thận ngừ,,,,,,,,,,,"Ngành: Ngành rong Lục (Chlorophyta)
Bộ: Bryopsidales
Chi: Halimeda

Đặc điểm: Rong có màu xanh nhạt, thân rong cao 10-15cm, tẩm vôi ít, phần gốc hình trụ dẹp đường kính 0,8cm, từ gốc mọc lên các nhánh chính, sắp xếp theo kiểu phóng xạ, sát nhau; bám bằng rễ giả, chia nhánh rất ít, chia nhánh chạc hai. Đốt phía dưới hình quạt, đốt phía trên dạng hình gần tròn, đốt trên đỉnh xẻ thùy (2-3 thùy), mép bằng
Sinh học, sinh thái:Rong mọc ở vùng dưới triều trên rạn san hô chết, trên cát ở độ sâu 3-4m
Phân bố: 
Thế giới: Ấn Độ Dương, Thái Bình Dương, Nhật Bản,...
Việt Nam: Khánh Hòa, Vũng Tàu"
364,Thực vật biển,E.48,Halymeniaceae,Halymenia maculata,J.Agardh 1885,Rong Hồng mạc đốm,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Halymeniales
Chi: Halymenia

Đặc điểm: Rong dạng phiến, mép xẻ nhiều thùy sâu, mọc thành bụi, hơi thô, màu trắng hoặc đỏ vàng khi còn sống, chuyển thành màu đỏ thẫm khi chết. Nhánh nhỏ dạng đai chia chạc hai không đều, xoắn vặn nhiều, mặt không phẳng, có đốm (tảo quả) thấy được bằng mắt thường.
Sinh học, sinh thái:  Rong mọc bám trên đá, chỗ gần và tiếp giáp với nền đáy cát, nơi nước yên đến sóng vừa ở vùng dưới triều.
Phân bố: 
Thế giới: Phân bố ở các đảo vùng biển Thái Bình Dương; châu Phi, châu Á, Đông Nam Á (Indonesia, Malaysia, Philippines, Singapore, Thái Lan); Australia và New Zealand (Queensland)…
Việt Nam: Nam Du, Bạch Long Vỹ, Cồn Cỏ, Lý Sơn, Trường Sa lớn, Côn Đảo, Thổ Chu…
Giá trị sử dụng: Thực phẩm"
365,Thực vật biển,E.24, Sargassaceae,Hormophysa cuneiformis,(J.F.Gmelin) P.C.Silva 1987,Rong Khế,,,,,,,,,,,"Ngành: Ngành rong Nâu (Ochrophyta, Phaeophyceae)
Bộ: Fucales
Chi: Hormophysa

Đặc điểm: Rong có màu nâu vàng.  Một số ít cá thể ở vùng sâu có thể tồn tại qua năm .Rong mọc cao 20-40 cm, bám nhờ hệ thống rễ, hình trụ, phân nhánh chằng chịt. Chúng gồm 2-3 nhánh chính, hình trụ, đường kính 1-2 mm, phân nhánh nhiều, các nhánh phía trên có mang các phiến, ở giữa có một gân to, mép phiến có răng cưa. Các phiến này có mang nhiều nhánh hình ba cạnh không đều nhau và nhiều phao sắp thành chuỗi nằm ngay giữa trục của các nhánh này. Rong khô có màu vàng sẫm hay vàng nâu.
Sinh học, sinh thái: Rong được tìm thấy vùng triều ven biển, ven đảo. Thích nghi sống ở các khe rãnh, dựa các lạch ở sâu 1-3 m, sóng không mạnh lắm, bãi rong không dày, mọc cùng với Spathoglossum, Padina và Sargassum khác, từ tháng 2 đến tháng 8.
Phân bố: 
Thế giới: Nhật Bản, Đông Nam Á, Thái Bình Dương,...
Việt Nam: đảo Lý Sơn (Quảng Ngãi), Côn Đảo (Bà Rịa Vũng Tàu)"
366,Thực vật biển,E.25,Scytosiphonaceae,Hydroclathrus clathratus,(C.Agardh) M.Howe 1920,Rong Mặt lưới; Rong Ruột heo,,,,,,,,,,,"Ngành: Ngành rong Nâu (Ochrophyta, Phaeophyceae)
Bộ: Ectocarpales
Chi: Hydroclathrus

Đặc điểm:Có màu nâu vàng. Rong dạng bán cầu, mọc thành đám rối lớn, bám vào vật bám bằng bàn bám ở gốc, dòn, dễ đứt, trơn nhớt. Lúc mới phát sinh thành dạng túi, phao, bóng, không có lỗ, dần dần về sau xuất hiện nhiều lỗ thủng lớn nhỏ, hình tròn đến bầu dục, tạo thành mạng lưới, mép các lỗ thủng cuộn vào phía trong
Sinh học, Sinh thái: Rong mọc bám trên đá, sỏi đá nhỏ, trên rạn san hô ở mực triều thấp đến phần trên của vùng dưới triều, nơi nước tương đối yên.
Phân bố: 
Thế giới: Phân bố ở các đảo vùng biển Caribe, Đại Tây Dương, Ấn Độ Dương, Thái Bình Dương; châu Âu, châu Mỹ, châu Phi, châu Á, Đông Nam Á (Indonesia, Malaysia, Philippines, Singapore, Thái Lan); Australia và New Zealand…
Việt Nam: vùng biển Việt Nam.
Giá trị sử dụng: Thức ăn gia súc, chiết xuất thuốc trị giun."
367,Thực vật biển,E.65,Gracilariaceae,Hydropuntia divergens,(B.M.Xia & I.A.Abbott) M.J.Wynne 1989,Rong câu tán,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gracilariales
Chi: Hydropuntia

Đặc điểm:Màu nâu nhạt. Rong mọc thành bụi, màu vàng nhạt, cao 4-8 cm, từ bàn bám dạng đĩa tròn hoặc từ bàn bám phụ hình thành từ mặt dưới thân bò hoặc trên đỉnh các nhánh nhỏ phía gốc. Thân rong dạng trụ tròn, đường kính 0,8-1 mm, gồm những nhánh đứng và bò, nhánh đứng suốt đỉnh, ở phần gốc phân phân nhánh đôi hoặc chuyền, phần ngọn phân nhánh thường về một bên, gốc nhánh hơi thắt, gốc phân nhánh rộng.
Sinh học, sinh thái: Rong mọc trên nền san hô chết, vùng giữa triều, nơi có sóng mạnh và nước trong. 
Phân bố: vùng biển ấm trên thế giới, Việt Nam: Quảng Ngãi (Lý Sơn), Ninh Thuận (Sơn Hải, Mỹ Hòa)."
368,Thực vật biển,E.57,Cystocloniaceae,Hypnea cervicornis,J.Agardh 1851,Rong Đông sừng,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gigartinales
Chi: Hypnea

Đặc điểm:Màu đỏ hồng. Rong mọc thành từng đám lớn cài rối vào nhau. Tản màu đỏ, cứng như sụn, thành bụi cao 5 - 8 cm, chia nhánh chạc hai đều hoặc không đều, nhánh hơi cong, rộng 0,4 mm nhỏ dần đến ngọn, nhánh chót nhọn. Nhánh chính có nhiều nhánh nhỏ như gai, kích thước 1-2mm đính thẳng góc. Lát cắt ngang thân cho thấy, bên ngoài do một lớp tế bào to kích thước 15 µm bao quanh vách dày (3 µm); lớp giữa là các tế bào kích thước 50 - 65 µm với vách dày 6 - 8 µm và lõi là các tế bào có kích thước trung bình khoảng 25 µm.
Sinh học, sinh thái: Rong sinh trưởng chủ yếu ở vùng trung triều, độ sâu 1 - 4 m vào mùa đông, mùa xuân và mùa hè
Phân bố:
Thế giới: Trung Quốc, Đài Loan, Nhật Bản, Hàn Quốc, Philippines,…
Việt Nam: Vũng Tàu"
369,Thực vật biển,E.55,Cystocloniaceae,Hypnea flagelliformis,Greville ex J.Agardh 1851,Rong Đông roi,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gigartinales
Chi: Hypnea

Đặc điểm: Màu nâu thẫm. Rong mọc thành bụi, màu nâu thẫm hoặc đỏ đen, bàn bám dạng đĩa ở gốc thân chính và trên đỉnh các nhánh bò. Rong gồm những nhánh bò và đứng, cao 17-20 cm, rộng 1-1,7 mm, nhánh mọc chuyền, gốc hơi thắt lại, đỉnh nhọn, trừ một đoạn ở phần gốc thân chính ra (2-4 cm), toàn thân và nhánh mọc đầy các nhánh nhỏ dạng gai. Nhìn trên mặt cắt ngang, chính giữa là một số tế bào trụ tròn hoặc bầu dục, chung quanh là 2-3 hàng tế bào vây trụ lớn, hình tròn hoặc nhiều góc, không màu; lớp vỏ gồm 1-2 hàng tế bào nhỏ hình bầu dục hoặc hình chữ nhật tròn góc, có chứa sắc tố. Túi bào tử bốn cắt thành dạng bậc thang, hình thành ở phần giữa của các nhánh nhỏ dạng gai.
Sinh học, sinh thái: Rong bám trên đá ở vùng triều thấp và phần trên của vùng dưới triều vào mùa đông, mùa xuân và mùa hè.
Phân bố: thế giới: 
Thế giới: Đại Tây Dương, Ấn Độ, Nhật Bản, … 
Việt Nam: Hải Phòng, Nghệ An, Hà Tĩnh,.."
370,Thực vật biển,E.56,Cystocloniaceae,Hypnea valentiae,(Turner) Montagne 1841,"Rong Đông gai dày, Rong Vi giác ",,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gigartinales
Chi: Hypnea

Đặc điểm:Màu đỏ đậm.  Rong có màu đỏ đậm, mọc thành đám, cài rối, phủ đầy nhánh nhỏ ngắn. thân rộng 0,4 - 1mm, có mang nhánh mọc xen, nhánh chính dài có nhiều nhánh phụ ngắn (1mm) với chót nhánh đơn hay chia chạc hai, mọc thẳng góc từ nhánh chính. Lớp cắt ngang phân thân chính cho thấy bên ngoài là 1 lớp tế bào kích thước 6-8 µm; bên trong là lớp tế bào trung bình, rồi đến lớp tế bào rất to bao quanh tế bào trục nhỏ ở giữa. Tứ bào tử phòng hình xoan, kích thước 20 - 25 µm.
Sinh học, Sinh thái: Mọc trên đá, cát vùng bãi triều, cửa sông, trên đá vùng trung triều
Phân bố: Vùng biển á nhiệt đới , Việt Nam:Khánh Hòa, Ninh Thuận"
371,Thực vật biển,E.62,Liagoraceae,Izziella orientalis,(J.Agardh) Huisman & Schils 2002,,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Nemaliales
Chi: Izziella

Đặc điểm: Rong đa dạng về kích thước, màu sắc (từ màu rượu vang đến xanh lục, xám), có chiều cao từ 3-51cm. Rong tẩm vôi đa dạng, bàm bám dạng đĩa. Kiểu phân nhánh đa dạng từ xen kẽ, kiểu hình lông chim, tỏa tròn, các nhánh chính mang nhiều nhánh phụ ngắn. Trục chính có dạng hình trụ đường kính 2-5mm ở phía gốc và thuôn nhọn về phía đỉnh có đường kính 1mm
Sinh học, sinh thái: Rong thường mọc trên các bãi đá ở vùng triều thấp.
Phân bố:
Thế giới: Sri Lanka, Ấn Độ Dương, Đài Loan, Yemen, Trung Quốc, Đảo Oshima ở Nhật Bản, Ấn Độ, Ecuador, Colombia, Puerto Rico, Hawaii (Abbott;1990,1999; Huisman và Schils, 2002)
Việt Nam: Quảng Ngãi, Khánh Hòa"
372,Thực vật biển,E.51,Solieriaceae,Kappaphycus alvarezii,(Doty) L.M.Liao 1996,Rong Sụn alvera,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Gigartinales
Chi: Kappaphycus

Đặc điểm: Tản rong có màu nâu vàng hay xanh lục Rong hình trụ tròn các nhánh mọc cách không đều, đỉnh các nhánh thường nhọn. Đường kính của nhánh từ 6-8 mm. Chiều cao bụi rong tối đa là 70 cm. 
Sinh học, sinh thái: Là loài rong nhập từ Nhật Bản vào Việt Nam tháng 2 năm 1993. Môi trường sống của rong Sụn có nhiệt độ từ 25-28ºC, độ mặn 28-30‰, độ sâu 0,8-1m, cường độ chiếu sáng 30.000-50.000 lux, độ pH 7,5-8,5 và chất đáy là san hô, sỏi đá, cát thô. Rong sụn sinh trưởng nhanh từ tháng 10 đến tháng 6 năm sau. Rong sụn sinh sản theo 3 hình thức: vô tính nhờ bào tử, sinh sản dinh dưỡng và sinh sản hữu tính. Trong nuôi trồng rong sụn thì hình thức sinh sản sinh dưỡng là chủ yếu.
Phân bố:
Thế giới: Nhật Bản, Indonesia, Philippines, Malaysia, Zanzibar, Đảo Solomon và Micronesia
Việt Nam: Khánh Hòa, Thừa Thiên Huế, Bình Định, Hải Phòng, Kiên Giang
Giá trị sử dụng: Rong sụn là nguyên liệu để chiết suất carrageenan - một loại keo có giá trị sử dụng rất lớn trong ngành công nghiệp thực phẩm, mỹ phẩm, công nghiệp dệt, dược phẩm, công nghệ sinh học và sản xuất thức ăn chăn nuôi..."
373,Thực vật biển,E.66,Rhodomelaceae,Laurencia nangii,Masuda 1997,Rong Lỗ năng,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Ceramiales
Chi: Laurencia

Đặc điểm: Rong có màu xanh tím, bàn bám dạng đĩa, từ đĩa bám mọc ra một số nhánh chính từ 5-12 nhánh hình trụ dài 2-6cm, đường kính tới 1,2 mm, các nhánh chính mang nhiều nhánh nhỏ.
Sinh học, sinh thái: Rong mọc bám trên các loài tảo khác bao gồm Corallines và Sargassum sp. ở vùng nông dưới thủy triều trên các bãi san hô
Phân bố: 
Thế giới: Malaysia
Việt Nam: Kiên Giang, Khánh Hòa, Ninh Thuận"
374,Thực vật biển,E.70,Rhodomelaceae,Laurencia snackeyi,(Weber Bosse) M.Masuda 1997,Lông mào gà ,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Ceramiales
Chi: Laurencia

Đặc điểm: Màu đỏ đậm. Một đến sáu tản đứng có thể mọc từ một đĩa bám to có đường kính từ 3-7 mm, không có nhánh bò. Tản màu tím lục đến đỏ thẫm. Tản rong có 1 trục chính, từ đó mọc ra nhiều nhánh chính luân phiên theo hình xoắn ốc, cách nhau 2-6 mm, góc nhánh từ 20-60°. Trục chính có đường kính từ 1,5-2,8 mm ở gốc đạt to nhất ở phần dưới (2,2-3,2 mm), sau đó lại thon dần ở phần trên (0,8-1,0 mm). Nhánh chính ở dưới dài 6-14 cm và ngắn dần khi lên trên. Nhánh chót dài 3 mm và rộng 0,4-0,6 mm. 
Sinh học, sinh thái: Rong mọc trên đá vôi hoặc san hô chết
Phân bố:
Thế giới chúng phân bố ở Châu Âu, Địa Trung Hải, Nam Phi, Trung Quốc, Nhật Bản, Philippines, Sri Lanka.
Việt Nam:"
375,Thực vật biển,E.63,Liagoraceae,Liagora ceranoides,J.V.Lamouroux 1816,Rong Bún đỏ sừng,,,,,,,,,,,"Ngành: Ngành rong Đỏ (Rhodophyta)
Bộ: Nemaliales
Chi: Liagora

Đặc điểm:Rong có màu hồng nhạt.  Tản làm thành bụi đường kính 4-7 cm, dày, xốp, hồng, ở đáy màu hồng nhạt, tẩm vôi tương đối it, như bột ở phần đáy tản. Sợi nhánh do tế bào rộng 10-15 µm, dài 1,5-5 lần hơn. Túi tinh ở ngọn các nhánh và bao phủ trọn phần non của cây đực to 3 µm. Nhánh mang thư quả do 4 tế bào. Tảo quả với tổng bao rõ rệt.
Sinh học, sinh thái: Rong mọc trên đá san hô, vỏ động vật thân mềm ở nơi sóng yên, vùng triều triều dưới.
Phân bố: 
Thế giới: Nhật Bản, Trung Quốc, Trung Mỹ. 
Việt Nam:Khánh Hòa (Nha Trang); Bình Thuận (Cà Ná)"
